id,address,enabled,date_added,date_modified,comment,date_updated
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1611482974,1611482974,"Migrated from /etc/pihole/adlists.list",1611633295
2,https://mirror1.malwaredomains.com/files/justdomains,1,1611482974,1611482974,"Migrated from /etc/pihole/adlists.list",""
